;;"FAST BUDGET"

"Id";"Value";"Currency";"Category";"Account";"Date";"From/To";"Notes";"Value (EUR)"
"3128";"28.0";"EUR";"_Ausgelegt";"PayPal";"5/22/19";;;"28.0"
"3129";"-2.99";"EUR";"sonstige Ausgaben";"PayPal";"5/21/19";;;"-2.99"
"3130";"-3.47";"EUR";"Lebensmittel";"Geldbörse";"5/21/19";;;"-3.47"
"3131";"-201.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/20/19";"MSCI WORLD";"";"-201.5"
"3132";"-2.59";"EUR";"Lebensmittel";"Geldbörse";"5/20/19";;;"-2.59"
"3133";"-19.99";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"5/20/19";;;"-19.99"
"3134";"-8.52";"EUR";"Lebensmittel";"Geldbörse";"5/20/19";;;"-8.52"
"3135";"50.0";"EUR";"_Ausgelegt";"PayPal";"5/14/19";;;"50.0"
"3136";"-2.99";"EUR";"Ausflug";"DKB VISA Debit";"5/14/19";;;"-2.99"
"3137";"-59.99";"EUR";"Kleidung";"DKB VISA (ausgelaufen)";"5/11/19";;"Jacke";"-59.99"
"3138";"-47.86";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"5/11/19";;;"-47.86"
"3139";"-5.28";"EUR";"Lebensmittel";"Geldbörse";"5/10/19";;"Brot";"-5.28"
"3140";"-2.99";"EUR";"Ausflug";"DKB VISA Debit";"5/7/19";;"GoT";"-2.99"
"3141";"-15.0";"EUR";"Friseur";"Geldbörse";"5/4/19";;"Friseur";"-15.0"
"3142";"-2.99";"EUR";"Ausflug";"DKB VISA Debit";"4/30/19";;"GoT";"-2.99"
"3143";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"4/28/19";;"Spotify";"-2.5"
"3144";"-3.99";"EUR";"Netflix";"DKB VISA Debit";"4/28/19";;;"-3.99"
"3145";"-2.8";"EUR";"Bar Alkohol";"Geldbörse";"4/28/19";;;"-2.8"
"3146";"-12.0";"EUR";"Bar Alkohol";"Geldbörse";"4/28/19";;;"-12.0"
"3147";"-20.0";"EUR";"Bar Alkohol";"Geldbörse";"4/28/19";;;"-20.0"
"3148";"-18.0";"EUR";"Bar Alkohol";"Geldbörse";"4/27/19";;"Pizza";"-18.0"
"3149";"-32.98";"EUR";"Technik";"DKB VISA Debit";"4/26/19";;"Sattelstütze und Auto BT";"-32.98"
"3150";"-30.0";"EUR";"Sport";"DKB VISA Debit";"4/26/19";;"Reifen";"-30.0"
"3151";"0.63";"EUR";"sonstige Einnahmen";"Geldbörse";"4/26/19";;;"0.63"
"3152";"0.15";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"4/25/19";;;"0.15"
"3153";"-6.03";"EUR";"Transfer between accounts";"VB Sparkonto (gelöscht)";"4/23/19";"VB Giro (gelöscht)";"Konto Auflösung";"-6.03"
"3154";"-2.99";"EUR";"Ausflug";"DKB VISA Debit";"4/23/19";;"GoT 2";"-2.99"
"3155";"25.0";"EUR";"Geschenk";"Geldbörse";"4/21/19";;"Ostern Opa";"25.0"
"3156";"-19.91";"EUR";"Baumarkt";"DKB VISA Debit";"4/18/19";;"25x25 45° 8x";"-19.91"
"3157";"-0.5";"EUR";"Ausflug";"DKB VISA Debit";"4/17/19";;"GOT s8e1";"-0.5"
"3158";"962.61";"EUR";"Lohn";"DKB VISA Debit";"4/15/19";;;"962.61"
"3159";"-3.79";"EUR";"Lebensmittel";"Geldbörse";"4/13/19";;;"-3.79"
"3160";"-36.44";"EUR";"Handyvertrag";"PayPal";"4/13/19";;"Nokia 7 plus";"-36.44"
"3161";"-118.45";"EUR";"Handyvertrag";"DKB VISA (ausgelaufen)";"4/13/19";;"Nokia 7 plus";"-118.45"
"3162";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"4/9/19";"Geldbörse";"";"-50.0"
"3163";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"4/9/19";"DKB VISA (ausgelaufen)";"";"50.0"
"3164";"-17.21";"EUR";"Verbrauchsartikel";"Geldbörse";"4/9/19";;;"-17.21"
"3165";"-13.99";"EUR";"Baumarkt";"Geldbörse";"4/9/19";;"sperrholz";"-13.99"
"3166";"-9.44";"EUR";"Ausflug";"PayPal";"4/7/19";;"bl2 handsome";"-9.44"
"3167";"-52.26";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"4/5/19";;;"-52.26"
"3168";"-3.16";"EUR";"Lebensmittel";"Geldbörse";"4/5/19";;;"-3.16"
"3169";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"4/5/19";"Geldbörse";"";"-50.0"
"3170";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"4/5/19";"DKB VISA (ausgelaufen)";"";"50.0"
"3171";"-16.0";"EUR";"Bar Alkohol";"Geldbörse";"4/5/19";;;"-16.0"
"3172";"-1.91";"EUR";"Lebensmittel";"Geldbörse";"4/1/19";;;"-1.91"
"3173";"40.0";"EUR";"_Ausgelegt";"PayPal";"4/1/19";;;"40.0"
"3174";"-40.31";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/1/19";;;"-40.31"
"3175";"-507.36";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/22/19";"MSCI WORLD";;"-507.36"
"3176";"995.37";"EUR";"Lohn";"DKB VISA Debit";"3/21/19";;;"995.37"
"3177";"-201.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/20/19";"MSCI WORLD";;"-201.5"
"3178";"-106.17";"EUR";"Ausflug";"DKB VISA Debit";"3/19/19";;"london";"-106.17"
"3179";"-3.74";"EUR";"Ausflug";"PayPal";"3/16/19";;"orcs must die 2";"-3.74"
"3180";"-13.0";"EUR";"Bar Alkohol";"Geldbörse";"3/15/19";;;"-13.0"
"3181";"-8.21";"EUR";"OPVN";"DKB VISA (ausgelaufen)";"3/15/19";;"tube";"-8.21"
"3182";"-25.0";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"3/14/19";;"an luise";"-25.0"
"3183";"-8.26";"EUR";"OPVN";"DKB VISA (ausgelaufen)";"3/14/19";;"tube";"-8.26"
"3184";"50.0";"EUR";"Geschenk";"Geldbörse";"3/12/19";;"für london";"50.0"
"3185";"-48.93";"EUR";"Tanken";"Geldbörse";"3/12/19";;;"-48.93"
"3186";"-128.36";"EUR";"Technik";"PayPal";"3/11/19";;"PSU RAM";"-128.36"
"3187";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/11/19";"VISA";"";"-500.0"
"3188";"500.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"3/11/19";"DKB VISA Debit";"";"500.0"
"3189";"-25.0";"EUR";"Ausflug";"DKB VISA (ausgelaufen)";"3/11/19";;"Parkplatz Berlin";"-25.0"
"3190";"-23.97";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"3/9/19";;"farbe schlauch";"-23.97"
"3191";"30.0";"EUR";"_Ausgelegt";"PayPal";"3/4/19";;"Luise London";"30.0"
"3192";"-15.0";"EUR";"Friseur";"Geldbörse";"2/16/19";;"Friseur";"-15.0"
"3193";"-2.99";"EUR";"Ausflug";"PayPal";"2/15/19";;"game crypt of the necrodancer";"-2.99"
"3194";"-142.82";"EUR";"Ausflug";"PayPal";"2/15/19";;"London Hotel";"-142.82"
"3195";"16.76";"EUR";"_Ausgelegt";"PayPal";"2/15/19";;;"16.76"
"3196";"-16.76";"EUR";"Lebensmittel";"Geldbörse";"2/14/19";;;"-16.76"
"3197";"995.37";"EUR";"Lohn";"DKB VISA Debit";"2/13/19";;;"995.37"
"3198";"-2.5";"EUR";"OPVN";"Geldbörse";"2/11/19";;;"-2.5"
"3199";"-9.19";"EUR";"Kultur";"PayPal";"2/10/19";;"selfish gene";"-9.19"
"3200";"-13.0";"EUR";"Bar Alkohol";"Geldbörse";"2/8/19";;;"-13.0"
"3201";"-1.0";"EUR";"Baumarkt";"Geldbörse";"2/4/19";;"25er";"-1.0"
"3202";"-1.59";"EUR";"sonstige Ausgaben";"PayPal";"1/30/19";;"stronghold";"-1.59"
"3203";"-12.99";"EUR";"Baumarkt";"Geldbörse";"1/28/19";;;"-12.99"
"3204";"-8.82";"EUR";"Lebensmittel";"Geldbörse";"1/28/19";;;"-8.82"
"3205";"50.0";"EUR";"_Ausgelegt";"PayPal";"1/28/19";;;"50.0"
"3206";"-10.38";"EUR";"Ausgleich";"Geldbörse";"1/28/19";;;"-10.38"
"3207";"-25.0";"EUR";"Auto";"PayPal";"1/28/19";;"Öl";"-25.0"
"3208";"10.0";"EUR";"_Ausgelegt";"Geldbörse";"1/25/19";;"Karl Einkauf";"10.0"
"3209";"-46.05";"EUR";"Lebensmittel";"Geldbörse";"1/25/19";;;"-46.05"
"3210";"-129.99";"EUR";"Kleidung";"DKB VISA (ausgelaufen)";"1/25/19";;"Winterjacke tailgrab Protest";"-129.99"
"3211";"-32.98";"EUR";"Kleidung";"Geldbörse";"1/24/19";;"t Shirt s";"-32.98"
"3212";"-54.1";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"1/23/19";;"Regal";"-54.1"
"3213";"-52.19";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"1/23/19";;;"-52.19"
"3214";"-30.0";"EUR";"Geschenke";"PayPal";"1/21/19";;"Flex";"-30.0"
"3215";"-20.0";"EUR";"Technik";"PayPal";"1/21/19";;"kabel und netzteil";"-20.0"
"3216";"-201.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"1/20/19";"MSCI WORLD";;"-201.5"
"3217";"993.11";"EUR";"Lohn";"DKB VISA Debit";"1/16/19";;;"993.11"
"3218";"33.0";"EUR";"_Ausgelegt";"PayPal";"1/13/19";;"skihelm zurück";"33.0"
"3219";"100.0";"EUR";"Eltern";"Geldbörse";"1/12/19";;"Schlachten";"100.0"
"3220";"-3.17";"EUR";"Verbrauchsartikel";"Geldbörse";"1/11/19";;"Nivea + rasiergel";"-3.17"
"3221";"-1.99";"EUR";"Lebensmittel";"Geldbörse";"1/11/19";;"Bockwurst";"-1.99"
"3222";"210.0";"EUR";"_Ausgelegt";"PayPal";"1/7/19";;"Soundbar und so zurück";"210.0"
"3223";"-20.28";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"1/7/19";;"Steckerleiste Farbe";"-20.28"
"3224";"-0.59";"EUR";"Ausgleich";"DKB VISA Debit";"1/7/19";;;"-0.59"
"3225";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"1/7/19";"VISA";"";"-500.0"
"3226";"500.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"1/7/19";"DKB VISA Debit";"";"500.0"
"3227";"-2.45";"EUR";"Ausgleich";"PayPal";"1/7/19";;;"-2.45"
"3228";"-2.45";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"1/7/19";;"polybridge";"-2.45"
"3229";"-10.0";"EUR";"OPVN";"Geldbörse";"12/31/18";;;"-10.0"
"3230";"-514.81";"EUR";"Auto";"DKB VISA Debit";"12/31/18";;"Versicherung";"-514.81"
"3231";"-2.6";"EUR";"Ausgleich";"Geldbörse";"12/29/18";;;"-2.6"
"3232";"-63.01";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"12/29/18";;;"-63.01"
"3233";"-3.39";"EUR";"Kultur";"PayPal";"12/29/18";;"The martian";"-3.39"
"3234";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/29/18";"Volksbank";"";"500.0"
"3235";"-13.23";"EUR";"Bar Alkohol";"Geldbörse";"12/28/18";;"Mexikaner";"-13.23"
"3236";"-5.43";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"12/27/18";;"Noten Patreon";"-5.43"
"3237";"992.87";"EUR";"Lohn";"DKB VISA Debit";"12/27/18";;"Naumann Engineering";"992.87"
"3238";"35.65";"EUR";"_Ausgelegt";"PayPal";"12/26/18";;"Einkauf";"35.65"
"3239";"-5.99";"EUR";"Ausflug";"Geldbörse";"12/23/18";;"Kino";"-5.99"
"3240";"100.0";"EUR";"Lohn";"Geldbörse";"12/23/18";;"Website";"100.0"
"3241";"4.0";"EUR";"_Ausgelegt";"Geldbörse";"12/21/18";;;"4.0"
"3242";"-33.94";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"12/21/18";;;"-33.94"
"3243";"-22.43";"EUR";"Bar Alkohol";"DKB VISA (ausgelaufen)";"12/21/18";;"Likör 34 und sonstiges";"-22.43"
"3244";"-6.0";"EUR";"OPVN";"DKB VISA (ausgelaufen)";"12/20/18";;"Tram";"-6.0"
"3245";"6.0";"EUR";"_Ausgelegt";"Geldbörse";"12/20/18";;"Kalender";"6.0"
"3246";"-12.6";"EUR";"Geschenke";"DKB VISA Debit";"12/20/18";;"Kalender";"-12.6"
"3247";"-3.49";"EUR";"Lebensmittel";"Geldbörse";"12/17/18";;;"-3.49"
"3248";"-1.49";"EUR";"Lebensmittel";"Geldbörse";"12/17/18";;;"-1.49"
"3249";"-15.0";"EUR";"Friseur";"Geldbörse";"12/14/18";;"Friseur";"-15.0"
"3250";"-9.45";"EUR";"sonstige Ausgaben";"PayPal";"12/14/18";;"Office";"-9.45"
"3251";"-11.0";"EUR";"Geschenke";"Geldbörse";"12/13/18";;"Wichteln";"-11.0"
"3252";"-10.0";"EUR";"sonstige Ausgaben";"PayPal";"12/11/18";;"Wikipedia spende";"-10.0"
"3253";"-10.0";"EUR";"Baumarkt";"Geldbörse";"12/10/18";;"Holzpaste Übergangsprofil";"-10.0"
"3254";"-9.0";"EUR";"Bar Alkohol";"Geldbörse";"12/9/18";;;"-9.0"
"3255";"-12.0";"EUR";"Bar Alkohol";"Geldbörse";"12/8/18";;"Weihnachtsmarkt";"-12.0"
"3256";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/8/18";"Geldbörse";"";"-50.0"
"3257";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"12/8/18";"VISA";"";"50.0"
"3258";"1.48";"EUR";"sonstige Einnahmen";"Geldbörse";"12/6/18";;;"1.48"
"3259";"-1.16";"EUR";"Ausgleich";"PayPal";"12/6/18";;;"-1.16"
"3260";"-62.96";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"12/6/18";;"Farbe, 2 Zwingen";"-62.96"
"3261";"-153.98";"EUR";"Technik";"DKB VISA Debit";"12/5/18";;"Soundbar Samsung";"-153.98"
"3262";"-14.98";"EUR";"Baumarkt";"Geldbörse";"11/27/18";;"vinyl Abschluss Profil";"-14.98"
"3263";"0.01";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"11/23/18";;;"0.01"
"3264";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"11/23/18";"Geldbörse";"";"-50.0"
"3265";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"11/23/18";"VISA";"";"50.0"
"3266";"-8.44";"EUR";"Lebensmittel";"Geldbörse";"11/22/18";;;"-8.44"
"3267";"-2.0";"EUR";"Baumarkt";"Geldbörse";"11/20/18";;;"-2.0"
"3268";"-300.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"11/20/18";"VISA";"";"-300.0"
"3269";"300.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"11/20/18";"DKB VISA Debit";"";"300.0"
"3270";"-57.31";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"11/18/18";;;"-57.31"
"3271";"-45.0";"EUR";"Bar Alkohol";"Geldbörse";"11/18/18";;;"-45.0"
"3272";"-28.29";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/17/18";;;"-28.29"
"3273";"-8.5";"EUR";"Lebensmittel";"Geldbörse";"11/17/18";;"bäcker";"-8.5"
"3274";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"11/14/18";"Geldbörse";"";"-50.0"
"3275";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"11/14/18";"VISA";"";"50.0"
"3276";"765.95";"EUR";"Lohn";"DKB VISA Debit";"11/13/18";;;"765.95"
"3277";"-27.24";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/10/18";;"scheune";"-27.24"
"3278";"-0.46";"EUR";"Lebensmittel";"Geldbörse";"11/10/18";;"Ingwer";"-0.46"
"3279";"-1.69";"EUR";"Lebensmittel";"Geldbörse";"11/8/18";;;"-1.69"
"3280";"-2.87";"EUR";"Lebensmittel";"Geldbörse";"11/6/18";;;"-2.87"
"3281";"-55.89";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"11/6/18";;"37.04l";"-55.89"
"3282";"-5.34";"EUR";"Lebensmittel";"Geldbörse";"11/3/18";;;"-5.34"
"3283";"1.11";"EUR";"Lohn";"PayPal";"11/3/18";;"test";"1.11"
"3284";"-5.34";"EUR";"Lebensmittel";"Geldbörse";"11/3/18";;;"-5.34"
"3285";"-28.93";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"10/31/18";;"Acryl eckschienen";"-28.93"
"3286";"-34.98";"EUR";"Technik";"PayPal";"10/30/18";;"Witcher ds3";"-34.98"
"3287";"-0.5";"EUR";"sonstige Ausgaben";"Geldbörse";"10/22/18";;;"-0.5"
"3288";"-6.54";"EUR";"Lebensmittel";"Geldbörse";"10/20/18";;;"-6.54"
"3289";"-7.99";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"10/18/18";;"spüle";"-7.99"
"3290";"-8.5";"EUR";"Sport";"PayPal";"10/16/18";;"spokey";"-8.5"
"3291";"13.94";"EUR";"_Ausgelegt";"PayPal";"10/15/18";;;"13.94"
"3292";"-0.5";"EUR";"sonstige Ausgaben";"Geldbörse";"10/15/18";;"parken";"-0.5"
"3293";"2.0";"EUR";"_Ausgelegt";"Geldbörse";"10/15/18";;;"2.0"
"3294";"-15.76";"EUR";"Lebensmittel";"Geldbörse";"10/15/18";;;"-15.76"
"3295";"-15.0";"EUR";"Friseur";"Geldbörse";"10/9/18";;"Friseur";"-15.0"
"3296";"-7.49";"EUR";"Ausflug";"Geldbörse";"10/8/18";;"Kino";"-7.49"
"3297";"-15.99";"EUR";"Kleidung";"PayPal";"10/8/18";;"snocks";"-15.99"
"3298";"-8.38";"EUR";"sonstige Ausgaben";"Geldbörse";"10/4/18";;"Ausgleich";"-8.38"
"3299";"-13.55";"EUR";"sonstige Ausgaben";"PayPal";"10/4/18";;"Boxershorts und auslage zurück abzüglich Einkauf";"-13.55"
"3300";"0.04";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"10/4/18";;;"0.04"
"3301";"-14.22";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/4/18";;;"-14.22"
"3302";"10.0";"EUR";"sonstige Einnahmen";"Geldbörse";"10/4/18";;"auslage";"10.0"
"3303";"-26.91";"EUR";"Baumarkt";"Geldbörse";"10/4/18";;"cd profile";"-26.91"
"3304";"-7.0";"EUR";"Lebensmittel";"Geldbörse";"10/4/18";;"Bäcker";"-7.0"
"3305";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"10/4/18";"Geldbörse";"";"-50.0"
"3306";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"10/4/18";"VISA";"";"50.0"
"3307";"20.0";"EUR";"_Ausgelegt";"Geldbörse";"9/23/18";;"Grillen zurück";"20.0"
"3308";"-45.33";"EUR";"Ausflug";"DKB VISA (ausgelaufen)";"9/19/18";;"grillen";"-45.33"
"3309";"-15.44";"EUR";"Baumarkt";"Geldbörse";"9/17/18";;"Geländer";"-15.44"
"3310";"-10.22";"EUR";"Lebensmittel";"Geldbörse";"9/14/18";;;"-10.22"
"3311";"-4.45";"EUR";"sonstige Ausgaben";"Geldbörse";"9/8/18";;"kirstikirsti";"-4.45"
"3312";"-81.0";"EUR";"Ausflug";"DKB VISA Debit";"9/7/18";;"wandern";"-81.0"
"3313";"-563.0";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"9/7/18";;"bafög zurück";"-563.0"
"3314";"-2.4";"EUR";"Ausflug";"Geldbörse";"9/6/18";;"bahn";"-2.4"
"3315";"-54.9";"EUR";"sonstige Ausgaben";"Geldbörse";"9/4/18";;"Schlafsack isomatte";"-54.9"
"3316";"-72.52";"EUR";"Sport";"PayPal";"9/3/18";;"Schloss Milch Ventile";"-72.52"
"3317";"5.67";"EUR";"_Ausgelegt";"PayPal";"9/2/18";;"Einkauf";"5.67"
"3318";"-108.0";"EUR";"Auto";"DKB VISA Debit";"9/2/18";;"Steuern";"-108.0"
"3319";"0.06";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"9/2/18";;;"0.06"
"3320";"307.2";"EUR";"Lohn";"DKB VISA Debit";"9/2/18";;;"307.2"
"3321";"-6.48";"EUR";"PC";"DKB VISA Debit";"9/1/18";;"borderlands 2";"-6.48"
"3322";"-4.99";"EUR";"PC";"PayPal";"8/26/18";;"Life is strange";"-4.99"
"3323";"-7.49";"EUR";"PC";"PayPal";"8/26/18";;"bio shock";"-7.49"
"3324";"4.54";"EUR";"_Ausgelegt";"PayPal";"8/23/18";;;"4.54"
"3325";"-8.27";"EUR";"Lebensmittel";"Geldbörse";"8/23/18";;;"-8.27"
"3326";"450.0";"EUR";"Lohn";"DKB VISA Debit";"8/22/18";;;"450.0"
"3327";"4.98";"EUR";"_Ausgelegt";"Geldbörse";"8/22/18";;;"4.98"
"3328";"-5.67";"EUR";"Lebensmittel";"Geldbörse";"8/21/18";;;"-5.67"
"3329";"-15.0";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"8/20/18";;"Blizter";"-15.0"
"3330";"-5.67";"EUR";"Lebensmittel";"Geldbörse";"8/20/18";;;"-5.67"
"3331";"10.0";"EUR";"Geschenk";"Geldbörse";"8/13/18";;;"10.0"
"3332";"10.0";"EUR";"Geschenk";"Geldbörse";"8/13/18";;;"10.0"
"3333";"50.0";"EUR";"Geschenk";"Geldbörse";"8/12/18";;"Geburtstag Opa";"50.0"
"3334";"75.0";"EUR";"Geschenk";"PayPal";"8/12/18";;"Zugabe Fahrrad";"75.0"
"3335";"73.22";"EUR";"_Ausgelegt";"PayPal";"8/12/18";;"Helm Handschuhe Pedale zurück";"73.22"
"3336";"-25.0";"EUR";"Ausflug";"PayPal";"8/10/18";;"Wandern Luise";"-25.0"
"3337";"-46.91";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"8/10/18";;;"-46.91"
"3338";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"8/10/18";"Geldbörse";"";"-50.0"
"3339";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"8/10/18";"VISA";"";"50.0"
"3340";"-100.0";"EUR";"Ausflug";"PayPal";"8/4/18";;"Vorzahlung Wandern";"-100.0"
"3341";"-1.0";"EUR";"sonstige Ausgaben";"PayPal";"8/4/18";;;"-1.0"
"3342";"100.0";"EUR";"_Ausgelegt";"PayPal";"8/2/18";"Kirsten";"Einkauf zurück";"100.0"
"3343";"-23.64";"EUR";"Verbrauchsartikel";"PayPal";"8/2/18";;"Rasierschaum und Klingen";"-23.64"
"3344";"-15.0";"EUR";"Lebensmittel";"Geldbörse";"8/2/18";"khani döner";;"-15.0"
"3345";"-40.0";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"8/2/18";;;"-40.0"
"3346";"17.79";"EUR";"_Ausgelegt";"PayPal";"7/31/18";;"Polaroid";"17.79"
"3347";"20.0";"EUR";"Lohn";"Geldbörse";"7/26/18";;"Film Landgut";"20.0"
"3348";"-5.0";"EUR";"Ausflug";"Geldbörse";"7/25/18";;"Tennis";"-5.0"
"3349";"0.12";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"7/21/18";;;"0.12"
"3350";"-820.0";"EUR";"Sport";"DKB VISA Debit";"7/20/18";;"Fahrrad Kauf";"-820.0"
"3351";"-15.0";"EUR";"Friseur";"Geldbörse";"7/20/18";;"Friseur";"-15.0"
"3352";"-4.98";"EUR";"Lebensmittel";"Geldbörse";"7/16/18";;;"-4.98"
"3353";"-25.06";"EUR";"Lebensmittel";"Geldbörse";"7/16/18";;;"-25.06"
"3354";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"7/16/18";"Geldbörse";"";"-50.0"
"3355";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"7/16/18";"VISA";"";"50.0"
"3356";"-4.0";"EUR";"Bar Alkohol";"Geldbörse";"7/14/18";;;"-4.0"
"3357";"-12.0";"EUR";"Bar Alkohol";"Geldbörse";"7/14/18";;"pizza";"-12.0"
"3358";"-100.0";"EUR";"Ausflug";"DKB VISA Debit";"7/9/18";;"Prag";"-100.0"
"3359";"-11.6";"EUR";"Lebensmittel";"Geldbörse";"7/3/18";;;"-11.6"
"3360";"-2.6";"EUR";"Lebensmittel";"Geldbörse";"7/2/18";;;"-2.6"
"3361";"-34.93";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"7/2/18";;"auch maus und sd karte";"-34.93"
"3362";"-4.68";"EUR";"Lebensmittel";"Geldbörse";"7/2/18";;;"-4.68"
"3363";"961.0";"EUR";"Lohn";"DKB VISA Debit";"7/2/18";;;"961.0"
"3364";"10.0";"EUR";"Geschenk";"Geldbörse";"7/2/18";;"Rumfahren";"10.0"
"3365";"-5.55";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"6/26/18";;"Torchlight";"-5.55"
"3366";"-2.29";"EUR";"Lebensmittel";"Geldbörse";"6/25/18";;;"-2.29"
"3367";"37.0";"EUR";"_Ausgelegt";"PayPal";"6/24/18";;"Einkaufen";"37.0"
"3368";"-172.76";"EUR";"Kleidung";"DKB VISA (ausgelaufen)";"6/23/18";;"schuhe, hosen, Strümpfe";"-172.76"
"3369";"-24.45";"EUR";"Lebensmittel";"Geldbörse";"6/23/18";;;"-24.45"
"3370";"-2.3";"EUR";"Lebensmittel";"Geldbörse";"6/23/18";;;"-2.3"
"3371";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"6/21/18";"VISA";"";"-500.0"
"3372";"500.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"6/21/18";"DKB VISA Debit";"";"500.0"
"3373";"-7.49";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"6/21/18";;"grim dawn";"-7.49"
"3374";"-11.6";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"6/21/18";;"aoe2";"-11.6"
"3375";"-61.49";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"6/19/18";;;"-61.49"
"3376";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"6/15/18";"Geldbörse";"";"-50.0"
"3377";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"6/15/18";"VISA";"";"50.0"
"3378";"-1.5";"EUR";"Bar Alkohol";"Geldbörse";"6/15/18";;;"-1.5"
"3379";"-2.5";"EUR";"Bar Alkohol";"Geldbörse";"6/15/18";;"bier";"-2.5"
"3380";"-2.3";"EUR";"OPVN";"Geldbörse";"6/15/18";;"Straßenbahn";"-2.3"
"3381";"-4.0";"EUR";"Lebensmittel";"Geldbörse";"6/15/18";;"Döner";"-4.0"
"3382";"20.0";"EUR";"Geschenk";"Geldbörse";"6/15/18";;"Umzug Oma";"20.0"
"3383";"-5.53";"EUR";"Lebensmittel";"Geldbörse";"6/12/18";;"Brot";"-5.53"
"3384";"-30.96";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"6/11/18";;"Holz Regal";"-30.96"
"3385";"-64.85";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"6/11/18";;;"-64.85"
"3386";"-24.46";"EUR";"Baumarkt";"Geldbörse";"6/4/18";;"Box Kleiderbügel";"-24.46"
"3387";"-7.49";"EUR";"Ausflug";"Geldbörse";"6/4/18";;"Kino";"-7.49"
